uid,offence,date_start,date_end
10322485,theft from motor vehicle,2016-01-10 23:00,2016-01-11 10:00
10322486,theft from motor vehicle,2016-01-10 22:30,2016-01-11 10:30
10322490,theft from motor vehicle,2016-01-11 01:00,2016-01-11 08:40
10322491,theft from motor vehicle,2016-01-11 01:45,2016-01-11 08:00
10322493,theft from motor vehicle,2016-01-10 20:00,2016-01-11 14:00
10322498,theft of motor vehicle,2016-01-11 05:00,2016-01-11 05:30
10322503,theft of motor vehicle,2016-01-11 04:00,2016-01-11 07:00
10322505,theft from motor vehicle,2016-01-10 17:30,2016-01-11 17:45
10322554,theft of motor vehicle,2016-01-10 12:30,2016-01-12 04:00
10322575,theft from motor vehicle,2016-01-11 07:00,2016-01-11 11:00
10322591,theft from motor vehicle,2016-01-11 08:30,2016-01-11 10:30
10322598,theft from motor vehicle,2016-01-11 08:30,2016-01-11 11:00
10322603,theft from motor vehicle,2016-01-11 09:30,2016-01-11 10:10
10322610,theft from motor vehicle,2016-01-11 05:30,2016-01-11 14:30
10322615,theft of motor vehicle,2016-01-11 10:06,2016-01-11 10:06
10322621,theft from motor vehicle,2016-01-11 09:40,2016-01-11 10:40
10322646,theft of motor vehicle,2016-01-11 10:30,2016-01-11 11:00
10322673,theft from motor vehicle,2016-01-11 08:00,2016-01-11 15:00
10322681,theft of motor vehicle,2016-01-11 09:40,2016-01-11 13:45
10322698,theft of motor vehicle,2016-01-10 14:00,2016-01-12 10:00
10322713,theft from motor vehicle,2016-01-11 12:00,2016-01-11 12:15
10322728,theft from motor vehicle,2016-01-11 05:30,2016-01-11 19:50
10322730,theft of motor vehicle,2016-01-11 12:40,2016-01-11 12:45
10322777,theft from motor vehicle,2016-01-11 13:19,2016-01-11 14:11
10322780,theft from motor vehicle,2016-01-11 13:44,2016-01-11 13:50
10322803,theft of motor vehicle,2016-01-10 21:00,2016-01-12 07:30
10322815,theft from motor vehicle,2016-01-11 12:00,2016-01-11 16:44
10322841,theft of motor vehicle,2016-01-11 14:36,2016-01-11 15:00
10322855,theft from motor vehicle,2016-01-10 20:00,2016-01-12 10:10
10322893,theft from motor vehicle,2016-01-10 12:00,2016-01-12 19:30
10322946,theft from motor vehicle,2016-01-11 16:30,2016-01-11 16:45
10322956,theft from motor vehicle,2016-01-11 16:15,2016-01-11 17:30
10322969,theft from motor vehicle,2016-01-11 16:00,2016-01-11 18:00
10323019,theft from motor vehicle,2016-01-11 13:00,2016-01-11 23:00
10323040,theft from motor vehicle,2016-01-11 06:32,2016-01-12 06:20
10323041,theft from motor vehicle,2016-01-11 16:00,2016-01-11 20:54
10323104,theft from motor vehicle,2016-01-11 08:00,2016-01-12 06:45
10323115,theft from motor vehicle,2016-01-11 19:00,2016-01-11 20:00
10323226,theft from motor vehicle,2016-01-11 20:30,2016-01-12 00:01
10323231,theft from motor vehicle,2016-01-11 22:15,2016-01-11 22:25
10323243,theft of motor vehicle,2016-01-11 22:40,2016-01-11 22:45
10323256,theft from motor vehicle,2016-01-11 14:00,2016-01-12 08:00
10323277,theft from motor vehicle,2016-01-11 18:00,2016-01-12 05:05
10323322,theft from motor vehicle,2016-01-11 19:00,2016-01-12 07:00
10323325,theft of motor vehicle,2016-01-12 00:30,2016-01-12 01:36
10323326,theft of motor vehicle,2016-01-12 01:00,2016-01-12 01:20
10323330,theft from motor vehicle,2016-01-11 19:00,2016-01-12 07:40
10323343,theft from motor vehicle,2016-01-11 16:00,2016-01-12 12:00
10323351,theft of motor vehicle,2016-01-12 00:01,2016-01-12 04:30
10323352,theft of motor vehicle,2016-01-11 20:30,2016-01-12 08:00
10323358,theft from motor vehicle,2016-01-11 21:30,2016-01-12 07:30
10323363,theft from motor vehicle,2016-01-11 18:00,2016-01-12 11:30
10323373,theft from motor vehicle,2016-01-11 23:00,2016-01-12 07:30
10323375,theft from motor vehicle,2016-01-11 20:00,2016-01-12 10:30
10323382,theft from motor vehicle,2016-01-12 00:00,2016-01-12 07:00
10323384,theft from motor vehicle,2016-01-11 22:00,2016-01-12 09:00
10323385,theft from motor vehicle,2016-01-11 20:00,2016-01-12 11:00
10323387,theft of motor vehicle,2016-01-12 03:15,2016-01-12 04:00
10323388,theft from motor vehicle,2016-01-11 22:00,2016-01-12 09:15
10323416,theft from motor vehicle,2016-01-12 04:55,2016-01-12 05:05
10323418,theft of motor vehicle,2016-01-11 22:00,2016-01-12 12:00
10323430,theft from motor vehicle,2016-01-12 00:30,2016-01-12 11:15
10323468,theft from motor vehicle,2016-01-12 08:00,2016-01-12 08:10
10323478,theft from motor vehicle,2016-01-10 18:00,2016-01-13 23:00
10323509,theft of motor vehicle,2016-01-12 09:30,2016-01-12 09:30
10323601,theft from motor vehicle,2016-01-12 02:00,2016-01-12 21:00
10323613,theft of motor vehicle,2016-01-12 08:00,2016-01-12 15:40
10323621,theft from motor vehicle,2016-01-12 10:00,2016-01-12 14:00
10323639,theft from motor vehicle,2016-01-12 07:30,2016-01-12 17:00
10323644,theft from motor vehicle,2016-01-12 10:00,2016-01-12 14:30
10323697,theft from motor vehicle,2016-01-11 17:00,2016-01-13 09:30
10323732,theft from motor vehicle,2016-01-11 10:00,2016-01-13 18:00
10323768,theft of motor vehicle,2016-01-12 14:13,2016-01-12 14:45
10323771,theft from motor vehicle,2016-01-12 14:00,2016-01-12 15:00
10323776,theft from motor vehicle,2016-01-12 09:00,2016-01-12 20:00
10323875,theft from motor vehicle,2016-01-12 15:30,2016-01-12 16:30
10323893,theft from motor vehicle,2016-01-12 16:15,2016-01-12 16:20
10323942,theft of motor vehicle,2016-01-10 09:00,2016-01-15 01:22
10323992,theft from motor vehicle,2016-01-12 17:00,2016-01-12 19:00
10323994,theft from motor vehicle,2016-01-12 18:00,2016-01-12 18:12
10323995,theft of motor vehicle,2016-01-12 18:00,2016-01-12 18:18
10323997,theft from motor vehicle,2016-01-12 18:00,2016-01-12 18:30
10324008,theft of motor vehicle,2016-01-12 18:30,2016-01-12 18:40
10324029,theft from motor vehicle,2016-01-12 17:30,2016-01-12 20:15
10324035,theft from motor vehicle,2016-01-12 18:00,2016-01-12 20:00
10324045,theft from motor vehicle,2016-01-12 19:00,2016-01-12 19:15
10324049,theft from motor vehicle,2016-01-12 19:00,2016-01-12 19:19
10324128,theft from motor vehicle,2016-01-12 09:00,2016-01-13 08:20
10324157,theft from motor vehicle,2016-01-12 11:35,2016-01-13 07:00
10324165,theft from motor vehicle,2016-01-11 12:00,2016-01-14 07:00
10324193,theft from motor vehicle,2016-01-12 15:00,2016-01-13 05:20
10324205,theft from motor vehicle,2016-01-12 22:30,2016-01-12 22:35
10324217,theft from motor vehicle,2016-01-07 14:30,2016-01-18 07:00
10324242,theft of motor vehicle,2016-01-12 15:00,2016-01-13 07:23
10324259,theft from motor vehicle,2016-01-12 16:30,2016-01-13 06:40
10324278,theft of motor vehicle,2016-01-12 18:00,2016-01-13 06:30
10324291,theft from motor vehicle,2016-01-12 20:00,2016-01-13 05:30
10324292,theft of motor vehicle,2016-01-12 18:30,2016-01-13 07:00
10324294,theft of motor vehicle,2016-01-12 12:00,2016-01-13 13:50
10324307,theft from motor vehicle,2016-01-12 18:00,2016-01-13 08:25
10324320,theft of motor vehicle,2016-01-12 20:30,2016-01-13 06:30
10324326,theft of motor vehicle,2016-01-12 18:45,2016-01-13 08:30
10324332,theft from motor vehicle,2016-01-12 19:00,2016-01-13 08:25
10324342,theft from motor vehicle,2016-01-13 01:00,2016-01-13 02:45
10324345,theft from motor vehicle,2016-01-12 21:00,2016-01-13 07:00
10324347,theft from motor vehicle,2016-01-12 20:30,2016-01-13 07:30
10324348,theft from motor vehicle,2016-01-12 20:30,2016-01-13 07:30
10324356,theft from motor vehicle,2016-01-12 21:50,2016-01-13 07:00
10324366,theft of motor vehicle,2016-01-12 22:00,2016-01-13 07:35
10324369,theft from motor vehicle,2016-01-12 17:30,2016-01-13 12:20
10324371,theft from motor vehicle,2016-01-12 23:00,2016-01-13 07:00
10324372,theft of motor vehicle,2016-01-12 22:30,2016-01-13 07:30
10324382,theft from motor vehicle,2016-01-12 20:00,2016-01-13 11:00
10324386,theft from motor vehicle,2016-01-12 22:00,2016-01-13 09:00
10324392,theft from motor vehicle,2016-01-13 00:00,2016-01-13 07:45
10324393,theft from motor vehicle,2016-01-12 15:00,2016-01-13 16:45
10324399,theft from motor vehicle,2016-01-12 14:00,2016-01-13 18:00
10324402,theft from motor vehicle,2016-01-13 04:06,2016-01-13 04:11
10324409,theft from motor vehicle,2016-01-12 20:00,2016-01-13 12:40
10324410,theft from motor vehicle,2016-01-13 04:20,2016-01-13 04:30
10324412,theft of motor vehicle,2016-01-12 23:00,2016-01-13 10:00
10324413,theft from motor vehicle,2016-01-12 19:00,2016-01-13 14:00
10324417,theft from motor vehicle,2016-01-13 04:50,2016-01-13 04:50
10324422,theft from motor vehicle,2016-01-13 02:00,2016-01-13 08:00
10324436,theft from motor vehicle,2016-01-13 05:18,2016-01-13 06:50
10324440,theft from motor vehicle,2016-01-12 22:30,2016-01-13 14:00
10324442,theft from motor vehicle,2016-01-12 20:00,2016-01-13 17:00
10324450,theft from motor vehicle,2016-01-12 18:00,2016-01-13 20:00
10324452,theft from motor vehicle,2016-01-13 00:45,2016-01-13 13:30
10324477,theft from motor vehicle,2016-01-13 08:30,2016-01-13 08:33
10324490,theft of motor vehicle,2016-01-12 20:00,2016-01-13 22:00
10324494,theft from motor vehicle,2016-01-12 09:00,2016-01-14 09:15
10324510,theft of motor vehicle,2016-01-13 09:29,2016-01-13 09:34
10324515,theft of motor vehicle,2016-01-10 18:00,2016-01-16 01:15
10324549,theft from motor vehicle,2016-01-13 10:30,2016-01-13 10:30
10324562,theft from motor vehicle,2016-01-13 10:40,2016-01-13 10:45
10324574,theft from motor vehicle,2016-01-13 08:30,2016-01-13 13:30
10324588,theft of motor vehicle,2016-01-13 11:15,2016-01-13 11:20
10324687,theft from motor vehicle,2016-01-13 13:15,2016-01-13 13:25
10324694,theft from motor vehicle,2016-01-12 19:00,2016-01-14 08:00
10324695,theft of motor vehicle,2016-01-12 13:00,2016-01-14 14:00
10324706,theft from motor vehicle,2016-01-13 00:00,2016-01-14 03:30
10324707,theft from motor vehicle,2016-01-13 12:00,2016-01-13 15:30
10324724,theft of motor vehicle,2016-01-13 12:00,2016-01-13 16:00
10324726,theft from motor vehicle,2016-01-13 14:00,2016-01-13 14:05
10324732,theft of motor vehicle,2016-01-13 08:00,2016-01-13 20:20
10324756,theft from motor vehicle,2016-01-12 15:00,2016-01-14 14:00
10324792,theft from motor vehicle,2016-01-13 14:00,2016-01-13 16:00
10324823,theft from motor vehicle,2016-01-13 09:00,2016-01-13 22:00
10324851,theft of motor vehicle,2016-01-02 16:10,2016-01-24 16:10
10324883,theft from motor vehicle,2016-01-13 16:35,2016-01-13 16:40
10324916,theft from motor vehicle,2016-01-13 16:15,2016-01-13 18:00
10324998,theft of motor vehicle,2016-01-13 18:30,2016-01-13 18:40
10325003,theft from motor vehicle,2016-01-13 18:30,2016-01-13 19:00
10325014,theft of motor vehicle,2016-01-13 16:00,2016-01-13 22:00
10325025,theft from motor vehicle,2016-01-13 19:00,2016-01-13 19:15
10325040,theft from motor vehicle,2016-01-13 07:23,2016-01-14 07:23
10325041,theft of motor vehicle,2016-01-12 19:25,2016-01-14 19:25
10325044,theft from motor vehicle,2016-01-13 19:00,2016-01-13 19:50
10325050,theft of motor vehicle,2016-01-13 19:30,2016-01-13 19:30
10325059,theft from motor vehicle,2016-01-13 19:30,2016-01-13 20:00
10325142,theft from motor vehicle,2016-01-13 17:30,2016-01-14 01:30
10325147,theft from motor vehicle,2016-01-13 21:30,2016-01-13 21:35
10325156,theft of motor vehicle,2016-01-13 20:30,2016-01-13 23:00
10325169,theft from motor vehicle,2016-01-12 11:00,2016-01-15 09:30
10325183,theft from motor vehicle,2016-01-13 13:45,2016-01-14 07:20
10325200,theft of motor vehicle,2016-01-13 15:30,2016-01-14 06:30
10325201,theft from motor vehicle,2016-01-13 15:00,2016-01-14 07:00
10325219,theft from motor vehicle,2016-01-13 21:00,2016-01-14 02:00
10325250,theft from motor vehicle,2016-01-13 17:30,2016-01-14 07:00
10325265,theft from motor vehicle,2016-01-13 20:00,2016-01-14 05:00
10325266,theft from motor vehicle,2016-01-14 00:33,2016-01-14 00:35
10325275,theft from motor vehicle,2016-01-13 22:00,2016-01-14 04:00
10325276,theft from motor vehicle,2016-01-13 22:00,2016-01-14 04:00
10325277,theft from motor vehicle,2016-01-13 19:00,2016-01-14 07:00
10325285,theft from motor vehicle,2016-01-13 19:00,2016-01-14 07:30
10325287,theft from motor vehicle,2016-01-13 19:00,2016-01-14 07:30
10325288,theft of motor vehicle,2016-01-14 01:15,2016-01-14 01:17
10325289,theft from motor vehicle,2016-01-13 14:35,2016-01-14 12:00
10325297,theft from motor vehicle,2016-01-13 18:00,2016-01-14 09:00
10325301,theft of motor vehicle,2016-01-13 20:30,2016-01-14 06:30
10325315,theft from motor vehicle,2016-01-13 19:30,2016-01-14 08:30
10325316,theft from motor vehicle,2016-01-13 19:30,2016-01-14 08:30
10325321,theft from motor vehicle,2016-01-13 21:00,2016-01-14 07:20
10325334,theft from motor vehicle,2016-01-13 20:00,2016-01-14 09:00
10325337,theft from motor vehicle,2016-01-13 18:00,2016-01-14 11:15
10325339,theft of motor vehicle,2016-01-13 12:00,2016-01-14 17:21
10325344,theft from motor vehicle,2016-01-13 21:30,2016-01-14 08:00
10325352,theft from motor vehicle,2016-01-12 18:30,2016-01-15 11:30
10325360,theft from motor vehicle,2016-01-14 02:00,2016-01-14 05:00
10325365,theft from motor vehicle,2016-01-13 20:00,2016-01-14 11:30
10325369,theft from motor vehicle,2016-01-14 00:01,2016-01-14 07:50
10325381,theft from motor vehicle,2016-01-13 21:30,2016-01-14 11:30
10325382,theft from motor vehicle,2016-01-13 16:00,2016-01-14 17:00
10325392,theft of motor vehicle,2016-01-13 17:00,2016-01-14 17:00
10325404,theft of motor vehicle,2016-01-14 02:30,2016-01-14 08:00
10325405,theft from motor vehicle,2016-01-14 00:01,2016-01-14 10:30
10325416,theft from motor vehicle,2016-01-13 16:30,2016-01-14 19:00
10325422,theft from motor vehicle,2016-01-13 19:30,2016-01-14 16:45
10325425,theft from motor vehicle,2016-01-13 18:00,2016-01-14 18:30
10325428,theft of motor vehicle,2016-01-14 06:20,2016-01-14 06:35
10325462,theft of motor vehicle,2016-01-14 08:15,2016-01-14 08:20
10325476,theft from motor vehicle,2016-01-14 08:30,2016-01-14 09:00
10325521,theft from motor vehicle,2016-01-14 08:00,2016-01-14 12:00
10325526,theft from motor vehicle,2016-01-14 09:30,2016-01-14 10:41
10325548,theft from motor vehicle,2016-01-14 10:40,2016-01-14 10:50
10325550,theft from motor vehicle,2016-01-12 11:50,2016-01-16 09:54
10325586,theft from motor vehicle,2016-01-14 08:00,2016-01-14 15:10
10325639,theft from motor vehicle,2016-01-14 06:00,2016-01-14 19:15
10325642,theft from motor vehicle,2016-01-14 12:30,2016-01-14 13:00
10325656,theft from motor vehicle,2016-01-14 10:00,2016-01-14 16:00
10325657,theft from motor vehicle,2016-01-14 08:00,2016-01-14 18:00
10325664,theft from motor vehicle,2016-01-13 19:00,2016-01-15 07:30
10325666,theft of motor vehicle,2016-01-14 08:00,2016-01-14 18:30
10325674,theft from motor vehicle,2016-01-14 12:00,2016-01-14 15:00
10325675,theft of motor vehicle,2016-01-14 09:00,2016-01-14 18:00
10325677,theft from motor vehicle,2016-01-14 12:00,2016-01-14 15:10
10325693,theft from motor vehicle,2016-01-14 13:45,2016-01-14 13:48
10325723,theft from motor vehicle,2016-01-14 14:13,2016-01-14 14:16
10325740,theft from motor vehicle,2016-01-13 14:30,2016-01-15 14:30
10325820,theft from motor vehicle,2016-01-14 08:00,2016-01-14 23:00
10325825,theft from motor vehicle,2016-01-14 00:30,2016-01-15 06:40
10325888,theft of motor vehicle,2016-01-13 19:45,2016-01-15 14:05
10325895,theft from motor vehicle,2016-01-14 16:00,2016-01-14 18:00
10325948,theft of motor vehicle,2016-01-14 17:40,2016-01-14 17:55
10325952,theft of motor vehicle,2016-01-12 16:35,2016-01-16 19:15
10325962,theft of motor vehicle,2016-01-14 17:00,2016-01-14 19:00
10326026,theft from motor vehicle,2016-01-11 18:00,2016-01-17 21:00
10326172,theft from motor vehicle,2016-01-14 14:00,2016-01-15 05:30
10326234,theft from motor vehicle,2016-01-14 23:05,2016-01-14 23:20
10326248,theft of motor vehicle,2016-01-13 08:00,2016-01-16 15:00
10326272,theft of motor vehicle,2016-01-14 21:00,2016-01-15 03:00
10326288,theft of motor vehicle,2016-01-14 22:45,2016-01-15 02:00
10326289,theft from motor vehicle,2016-01-14 18:30,2016-01-15 06:15
10326291,theft from motor vehicle,2016-01-14 17:00,2016-01-15 08:00
10326295,theft of motor vehicle,2016-01-14 20:00,2016-01-15 05:00
10326296,theft from motor vehicle,2016-01-14 18:00,2016-01-15 07:00
10326304,theft from motor vehicle,2016-01-14 17:30,2016-01-15 07:40
10326308,theft from motor vehicle,2016-01-14 13:00,2016-01-15 12:30
10326309,theft from motor vehicle,2016-01-14 19:00,2016-01-15 06:35
10326318,theft from motor vehicle,2016-01-14 13:00,2016-01-15 13:00
10326325,theft of motor vehicle,2016-01-15 01:00,2016-01-15 01:26
10326336,theft of motor vehicle,2016-01-12 14:30,2016-01-17 12:30
10326339,theft from motor vehicle,2016-01-14 21:00,2016-01-15 06:00
10326340,theft from motor vehicle,2016-01-14 19:00,2016-01-15 08:00
10326358,theft of motor vehicle,2016-01-07 17:03,2016-01-22 11:00
10326362,theft from motor vehicle,2016-01-14 22:15,2016-01-15 06:03
10326363,theft of motor vehicle,2016-01-14 22:30,2016-01-15 06:00
10326372,theft from motor vehicle,2016-01-14 21:30,2016-01-15 07:30
10326373,theft from motor vehicle,2016-01-14 18:30,2016-01-15 10:30
10326378,theft from motor vehicle,2016-01-15 00:00,2016-01-15 05:25
10326384,theft of motor vehicle,2016-01-14 15:30,2016-01-15 14:30
10326407,theft from motor vehicle,2016-01-14 21:00,2016-01-15 10:00
10326416,theft from motor vehicle,2016-01-14 23:00,2016-01-15 08:25
10326419,theft from motor vehicle,2016-01-15 00:30,2016-01-15 07:00
10326420,theft from motor vehicle,2016-01-14 16:00,2016-01-15 15:30
10326426,theft from motor vehicle,2016-01-14 23:15,2016-01-15 09:00
10326436,theft of motor vehicle,2016-01-15 04:25,2016-01-15 04:45
10326440,theft from motor vehicle,2016-01-14 23:30,2016-01-15 10:00
10326453,theft from motor vehicle,2016-01-14 21:00,2016-01-15 13:30
10326459,theft from motor vehicle,2016-01-15 05:00,2016-01-15 06:00
10326461,theft from motor vehicle,2016-01-14 20:00,2016-01-15 15:00
10326464,theft from motor vehicle,2016-01-14 22:30,2016-01-15 13:00
10326480,theft from motor vehicle,2016-01-14 17:00,2016-01-15 20:00
10326486,theft from motor vehicle,2016-01-15 06:39,2016-01-15 06:50
10326488,theft of motor vehicle,2016-01-15 05:30,2016-01-15 08:00
10326500,theft of motor vehicle,2016-01-15 07:30,2016-01-15 07:45
10326502,theft from motor vehicle,2016-01-15 07:30,2016-01-15 07:55
10326562,theft from motor vehicle,2016-01-15 08:00,2016-01-15 11:00
10326577,theft from motor vehicle,2016-01-15 09:00,2016-01-15 11:00
10326594,theft of motor vehicle,2016-01-15 10:30,2016-01-15 10:30
10326607,theft from motor vehicle,2016-01-15 10:15,2016-01-15 11:00
10326609,theft from motor vehicle,2016-01-15 10:30,2016-01-15 10:55
10326610,theft from motor vehicle,2016-01-15 10:30,2016-01-15 10:55
10326643,theft from motor vehicle,2016-01-15 11:10,2016-01-15 11:50
10326653,theft from motor vehicle,2016-01-15 07:25,2016-01-15 16:00
10326685,theft of motor vehicle,2016-01-14 12:00,2016-01-16 13:00
10326710,theft of motor vehicle,2016-01-15 05:00,2016-01-15 21:00
10326715,theft from motor vehicle,2016-01-15 12:00,2016-01-15 14:00
10326716,theft from motor vehicle,2016-01-15 11:30,2016-01-15 14:30
10326730,theft from motor vehicle,2016-01-15 13:00,2016-01-15 13:30
10326793,theft from motor vehicle,2016-01-15 14:00,2016-01-15 14:50
10326855,theft of motor vehicle,2016-01-15 12:00,2016-01-15 18:45
10326941,theft of motor vehicle,2016-01-15 16:30,2016-01-15 16:45
10326942,theft from motor vehicle,2016-01-15 16:15,2016-01-15 17:00
10326963,theft from motor vehicle,2016-01-15 14:00,2016-01-15 20:00
10326978,theft of motor vehicle,2016-01-15 17:00,2016-01-15 17:30
10327056,theft from motor vehicle,2016-01-15 17:00,2016-01-15 19:30
10327089,theft from motor vehicle,2016-01-15 16:00,2016-01-15 21:58
10327092,theft of motor vehicle,2016-01-15 18:00,2016-01-15 20:00
10327130,theft of motor vehicle,2016-01-15 19:45,2016-01-15 19:47
10327132,theft of motor vehicle,2016-01-15 19:36,2016-01-15 20:00
10327138,theft of motor vehicle,2016-01-15 15:30,2016-01-16 00:15
10327151,theft from motor vehicle,2016-01-15 20:00,2016-01-15 20:05
10327164,theft from motor vehicle,2016-01-15 09:00,2016-01-16 07:30
10327174,theft of motor vehicle,2016-01-15 20:15,2016-01-15 20:30
10327197,theft of motor vehicle,2016-01-15 17:00,2016-01-16 00:30
10327224,theft of motor vehicle,2016-01-15 21:15,2016-01-15 21:20
10327245,theft from motor vehicle,2016-01-15 19:00,2016-01-16 00:30
10327274,theft from motor vehicle,2016-01-15 21:30,2016-01-15 23:00
10327291,theft from motor vehicle,2016-01-12 12:00,2016-01-19 09:00
10327294,theft of motor vehicle,2016-01-15 22:30,2016-01-15 22:35
10327314,theft of motor vehicle,2016-01-15 22:00,2016-01-16 00:01
10327328,theft from motor vehicle,2016-01-15 22:55,2016-01-15 23:30
10327329,theft from motor vehicle,2016-01-15 23:10,2016-01-15 23:15
10327347,theft from motor vehicle,2016-01-15 21:00,2016-01-16 02:00
10327355,theft from motor vehicle,2016-01-15 23:40,2016-01-15 23:50
10327377,theft of motor vehicle,2016-01-15 18:00,2016-01-16 06:09
10327380,theft of motor vehicle,2016-01-15 17:40,2016-01-16 06:30
10327381,theft of motor vehicle,2016-01-16 00:06,2016-01-16 00:09
10327383,theft from motor vehicle,2016-01-15 20:00,2016-01-16 04:15
10327390,theft from motor vehicle,2016-01-15 19:30,2016-01-16 05:00
10327395,theft from motor vehicle,2016-01-15 16:20,2016-01-16 08:30
10327398,theft from motor vehicle,2016-01-15 15:00,2016-01-16 10:00
10327414,theft from motor vehicle,2016-01-15 18:00,2016-01-16 07:30
10327423,theft from motor vehicle,2016-01-15 19:00,2016-01-16 07:00
10327445,theft from motor vehicle,2016-01-15 21:30,2016-01-16 05:00
10327446,theft from motor vehicle,2016-01-15 19:00,2016-01-16 07:30
10327461,theft from motor vehicle,2016-01-15 19:30,2016-01-16 07:30
10327495,theft of motor vehicle,2016-01-16 00:23,2016-01-16 04:00
10327498,theft from motor vehicle,2016-01-15 19:00,2016-01-16 09:30
10327502,theft of motor vehicle,2016-01-15 22:40,2016-01-16 06:00
10327508,theft from motor vehicle,2016-01-15 22:00,2016-01-16 07:00
10327528,theft from motor vehicle,2016-01-15 21:00,2016-01-16 08:50
10327529,theft from motor vehicle,2016-01-15 22:30,2016-01-16 07:25
10327535,theft from motor vehicle,2016-01-15 23:00,2016-01-16 07:00
10327536,theft from motor vehicle,2016-01-15 22:00,2016-01-16 08:00
10327538,theft from motor vehicle,2016-01-15 18:00,2016-01-16 12:00
10327539,theft of motor vehicle,2016-01-15 17:00,2016-01-16 13:00
10327545,theft from motor vehicle,2016-01-15 20:23,2016-01-16 09:56
10327584,theft of motor vehicle,2016-01-15 21:30,2016-01-16 10:45
10327596,theft from motor vehicle,2016-01-15 20:00,2016-01-16 12:40
10327601,theft of motor vehicle,2016-01-14 21:00,2016-01-17 12:00
10327616,theft from motor vehicle,2016-01-15 00:30,2016-01-17 09:10
10327624,theft of motor vehicle,2016-01-16 05:00,2016-01-16 05:10
10327632,theft from motor vehicle,2016-01-15 22:00,2016-01-16 12:30
10327633,theft of motor vehicle,2016-01-15 18:30,2016-01-16 16:00
10327634,theft from motor vehicle,2016-01-16 05:12,2016-01-16 05:27
10327645,theft from motor vehicle,2016-01-16 05:15,2016-01-16 06:00
10327652,theft from motor vehicle,2016-01-15 22:30,2016-01-16 13:00
10327657,theft from motor vehicle,2016-01-16 02:30,2016-01-16 09:20
10327660,theft from motor vehicle,2016-01-16 05:00,2016-01-16 07:00
10327661,theft of motor vehicle,2016-01-16 02:00,2016-01-16 10:00
10327679,theft from motor vehicle,2016-01-16 02:30,2016-01-16 10:30
10327690,theft from motor vehicle,2016-01-16 06:30,2016-01-16 07:28
10327691,theft from motor vehicle,2016-01-16 02:00,2016-01-16 12:00
10327692,theft from motor vehicle,2016-01-16 00:30,2016-01-16 13:30
10327693,theft from motor vehicle,2016-01-15 23:30,2016-01-16 14:30
10327703,theft of motor vehicle,2016-01-16 07:30,2016-01-16 08:00
10327704,theft from motor vehicle,2016-01-16 07:00,2016-01-16 08:30
10327707,theft from motor vehicle,2016-01-14 21:00,2016-01-17 19:00
10327731,theft from motor vehicle,2016-01-15 09:30,2016-01-17 08:30
10327740,theft from motor vehicle,2016-01-16 00:10,2016-01-16 18:25
10327743,theft from motor vehicle,2016-01-16 06:00,2016-01-16 12:45
10327751,theft from motor vehicle,2016-01-16 00:05,2016-01-16 19:00
10327766,theft from motor vehicle,2016-01-14 11:00,2016-01-18 09:00
10327792,theft from motor vehicle,2016-01-16 10:15,2016-01-16 11:15
10327802,theft from motor vehicle,2016-01-16 10:24,2016-01-16 11:30
10327809,theft from motor vehicle,2016-01-16 07:00,2016-01-16 15:15
10327824,theft from motor vehicle,2016-01-16 11:30,2016-01-16 11:40
10327852,theft from motor vehicle,2016-01-01 00:01,2016-01-31 23:59
10327886,theft of motor vehicle,2016-01-14 12:00,2016-01-18 13:00
10327900,theft from motor vehicle,2016-01-16 12:50,2016-01-16 13:05
10327915,theft from motor vehicle,2016-01-15 15:00,2016-01-17 11:30
10327916,theft from motor vehicle,2016-01-15 15:00,2016-01-17 11:30
10327938,theft from motor vehicle,2016-01-15 10:00,2016-01-17 17:50
10327941,theft of motor vehicle,2016-01-16 14:00,2016-01-16 14:00
10327968,theft of motor vehicle,2016-01-15 16:30,2016-01-17 12:29
10328016,theft from motor vehicle,2016-01-15 22:00,2016-01-17 09:00
10328040,theft from motor vehicle,2016-01-16 13:00,2016-01-16 19:00
10328057,theft from motor vehicle,2016-01-15 19:00,2016-01-17 13:30
10328071,theft from motor vehicle,2016-01-16 16:00,2016-01-16 17:00
10328081,theft from motor vehicle,2016-01-15 17:00,2016-01-17 16:20
10328092,theft of motor vehicle,2016-01-16 16:55,2016-01-16 17:00
10328134,theft from motor vehicle,2016-01-16 14:00,2016-01-16 21:00
10328153,theft from motor vehicle,2016-01-15 06:00,2016-01-18 06:00
10328154,theft from motor vehicle,2016-01-16 15:00,2016-01-16 21:00
10328168,theft from motor vehicle,2016-01-16 18:00,2016-01-16 18:30
10328204,theft of motor vehicle,2016-01-16 18:55,2016-01-16 19:00
10328208,theft from motor vehicle,2016-01-15 20:00,2016-01-17 18:00
10328222,theft from motor vehicle,2016-01-16 11:00,2016-01-17 03:20
10328223,theft of motor vehicle,2016-01-16 07:25,2016-01-17 07:00
10328226,theft from motor vehicle,2016-01-15 21:00,2016-01-17 17:30
10328277,theft from motor vehicle,2016-01-16 16:00,2016-01-17 00:06
10328306,theft from motor vehicle,2016-01-16 19:00,2016-01-16 22:00
10328330,theft from motor vehicle,2016-01-16 20:20,2016-01-16 22:00
10328342,theft from motor vehicle,2016-01-16 15:55,2016-01-17 03:00
10328372,theft from motor vehicle,2016-01-16 20:15,2016-01-16 23:40
