uid,offence,date_start,date_end
10318109,theft from motor vehicle,2016-01-06 17:00,2016-01-07 07:30
10318118,theft from motor vehicle,2016-01-06 19:00,2016-01-07 06:00
10318119,theft from motor vehicle,2016-01-06 18:00,2016-01-07 07:00
10318120,theft from motor vehicle,2016-01-06 17:00,2016-01-07 08:00
10318121,theft of motor vehicle,2016-01-06 16:30,2016-01-07 08:30
10318126,theft from motor vehicle,2016-01-06 17:30,2016-01-07 07:45
10318131,theft of motor vehicle,2016-01-06 20:00,2016-01-07 05:25
10318132,theft from motor vehicle,2016-01-06 18:00,2016-01-07 07:25
10318133,theft from motor vehicle,2016-01-06 18:00,2016-01-07 07:25
10318135,theft from motor vehicle,2016-01-06 18:00,2016-01-07 07:30
10318147,theft of motor vehicle,2016-01-06 17:00,2016-01-07 09:00
10318154,theft from motor vehicle,2016-01-06 18:00,2016-01-07 08:30
10318155,theft from motor vehicle,2016-01-06 18:00,2016-01-07 08:30
10318156,theft from motor vehicle,2016-01-06 17:45,2016-01-07 08:45
10318166,theft from motor vehicle,2016-01-06 19:40,2016-01-07 07:20
10318169,theft of motor vehicle,2016-01-06 20:30,2016-01-07 07:00
10318172,theft from motor vehicle,2016-01-06 21:00,2016-01-07 06:30
10318173,theft from motor vehicle,2016-01-06 19:30,2016-01-07 08:00
10318174,theft of motor vehicle,2016-01-03 13:33,2016-01-10 14:00
10318183,theft of motor vehicle,2016-01-06 22:30,2016-01-07 05:20
10318187,theft from motor vehicle,2016-01-06 20:00,2016-01-07 08:00
10318191,theft from motor vehicle,2016-01-06 19:00,2016-01-07 09:00
10318195,theft from motor vehicle,2016-01-06 20:00,2016-01-07 08:15
10318198,theft of motor vehicle,2016-01-06 18:00,2016-01-07 10:30
10318209,theft from motor vehicle,2016-01-06 20:45,2016-01-07 08:30
10318210,theft from motor vehicle,2016-01-06 20:00,2016-01-07 09:15
10318221,theft from motor vehicle,2016-01-05 12:00,2016-01-08 18:00
10318235,theft from motor vehicle,2016-01-06 23:00,2016-01-07 07:30
10318236,theft from motor vehicle,2016-01-06 23:00,2016-01-07 07:45
10318243,theft from motor vehicle,2016-01-06 21:00,2016-01-07 10:00
10318262,theft from motor vehicle,2016-01-07 00:01,2016-01-07 08:30
10318264,theft from motor vehicle,2016-01-06 21:30,2016-01-07 11:00
10318267,theft from motor vehicle,2016-01-06 23:00,2016-01-07 09:45
10318269,theft from motor vehicle,2016-01-07 03:00,2016-01-07 05:50
10318274,theft from motor vehicle,2016-01-06 23:00,2016-01-07 10:00
10318275,theft of motor vehicle,2016-01-06 23:00,2016-01-07 10:00
10318283,theft of motor vehicle,2016-01-06 17:30,2016-01-07 16:30
10318289,theft from motor vehicle,2016-01-06 23:00,2016-01-07 11:30
10318293,theft from motor vehicle,2016-01-07 03:00,2016-01-07 08:00
10318302,theft from motor vehicle,2016-01-07 05:55,2016-01-07 05:59
10318313,theft from motor vehicle,2016-01-05 19:30,2016-01-08 17:30
10318339,theft from motor vehicle,2016-01-07 06:00,2016-01-07 09:00
10318366,theft from motor vehicle,2016-01-07 08:27,2016-01-07 08:30
10318371,theft from motor vehicle,2016-01-07 05:00,2016-01-07 12:00
10318372,theft from motor vehicle,2016-01-07 05:00,2016-01-07 12:00
10318396,theft of motor vehicle,2016-01-07 09:25,2016-01-07 09:35
10318407,theft of motor vehicle,2016-01-07 10:00,2016-01-07 10:00
10318430,theft from motor vehicle,2016-01-07 10:30,2016-01-07 11:00
10318435,theft from motor vehicle,2016-01-07 10:00,2016-01-07 12:00
10318453,theft from motor vehicle,2016-01-07 01:27,2016-01-07 21:30
10318466,theft of motor vehicle,2016-01-07 11:20,2016-01-07 11:55
10318473,theft of motor vehicle,2016-01-06 07:30,2016-01-08 16:00
10318482,theft from motor vehicle,2016-01-07 11:55,2016-01-07 12:00
10318492,theft from motor vehicle,2016-01-07 11:30,2016-01-07 12:30
10318519,theft from motor vehicle,2016-01-07 10:30,2016-01-07 14:20
10318520,theft from motor vehicle,2016-01-01 17:00,2016-01-13 07:55
10318625,theft from motor vehicle,2016-01-05 12:00,2016-01-09 16:32
10318638,theft of motor vehicle,2016-01-07 13:55,2016-01-07 14:50
10318641,theft from motor vehicle,2016-01-07 07:15,2016-01-07 21:30
10318658,theft from motor vehicle,2016-01-07 13:00,2016-01-07 16:25
10318659,theft from motor vehicle,2016-01-07 14:40,2016-01-07 14:50
10318669,theft from motor vehicle,2016-01-07 15:05,2016-01-07 15:10
10318702,theft from motor vehicle,2016-01-07 15:00,2016-01-07 16:30
10318710,theft from motor vehicle,2016-01-07 10:00,2016-01-07 21:50
10318748,theft from motor vehicle,2016-01-07 16:33,2016-01-07 16:36
10318870,theft of motor vehicle,2016-01-07 16:00,2016-01-07 21:30
10318896,theft from motor vehicle,2016-01-07 14:00,2016-01-08 00:15
10318921,theft of motor vehicle,2016-01-07 19:30,2016-01-07 19:35
10318963,theft from motor vehicle,2016-01-07 07:00,2016-01-08 09:30
10318967,theft from motor vehicle,2016-01-07 20:15,2016-01-07 20:23
10319000,theft from motor vehicle,2016-01-07 19:15,2016-01-07 23:00
10319038,theft from motor vehicle,2016-01-07 20:30,2016-01-07 23:30
10319040,theft of motor vehicle,2016-01-07 22:00,2016-01-07 22:10
10319048,theft from motor vehicle,2016-01-07 11:00,2016-01-08 09:30
10319055,theft from motor vehicle,2016-01-07 12:00,2016-01-08 09:00
10319070,theft from motor vehicle,2016-01-07 14:00,2016-01-08 07:30
10319093,theft from motor vehicle,2016-01-07 23:15,2016-01-07 23:40
10319100,theft from motor vehicle,2016-01-07 21:00,2016-01-08 02:00
10319110,theft from motor vehicle,2016-01-07 23:50,2016-01-07 23:59
10319142,theft from motor vehicle,2016-01-07 15:00,2016-01-08 10:00
10319149,theft from motor vehicle,2016-01-07 15:30,2016-01-08 09:45
10319156,theft from motor vehicle,2016-01-07 18:30,2016-01-08 07:00
10319157,theft from motor vehicle,2016-01-07 18:00,2016-01-08 07:30
10319166,theft from motor vehicle,2016-01-07 19:00,2016-01-08 07:00
10319176,theft from motor vehicle,2016-01-08 01:00,2016-01-08 01:30
10319178,theft from motor vehicle,2016-01-07 20:00,2016-01-08 06:30
10319179,theft from motor vehicle,2016-01-07 20:00,2016-01-08 06:30
10319189,theft from motor vehicle,2016-01-07 20:00,2016-01-08 07:00
10319193,theft from motor vehicle,2016-01-08 00:05,2016-01-08 03:00
10319194,theft from motor vehicle,2016-01-07 15:15,2016-01-08 11:50
10319217,theft from motor vehicle,2016-01-07 21:00,2016-01-08 07:00
10319218,theft from motor vehicle,2016-01-07 19:00,2016-01-08 09:00
10319222,theft from motor vehicle,2016-01-07 18:30,2016-01-08 09:45
10319237,theft from motor vehicle,2016-01-07 23:00,2016-01-08 06:30
10319238,theft from motor vehicle,2016-01-07 21:00,2016-01-08 08:30
10319246,theft from motor vehicle,2016-01-08 00:05,2016-01-08 06:00
10319248,theft from motor vehicle,2016-01-07 21:00,2016-01-08 09:30
10319252,theft of motor vehicle,2016-01-08 03:20,2016-01-08 03:30
10319267,theft from motor vehicle,2016-01-08 03:15,2016-01-08 04:20
10319282,theft from motor vehicle,2016-01-07 18:00,2016-01-08 14:30
10319289,theft from motor vehicle,2016-01-08 01:00,2016-01-08 08:00
10319294,theft of motor vehicle,2016-01-08 01:00,2016-01-08 08:30
10319296,theft from motor vehicle,2016-01-08 01:00,2016-01-08 09:00
10319298,theft of motor vehicle,2016-01-08 02:00,2016-01-08 08:00
10319308,theft from motor vehicle,2016-01-08 05:25,2016-01-08 05:40
10319320,theft of motor vehicle,2016-01-07 20:00,2016-01-08 16:00
10319328,theft of motor vehicle,2016-01-08 05:15,2016-01-08 08:00
10319335,theft of motor vehicle,2016-01-08 02:30,2016-01-08 11:34
10319338,theft from motor vehicle,2016-01-08 03:00,2016-01-08 11:30
10319402,theft of motor vehicle,2016-01-08 04:00,2016-01-08 16:00
10319415,theft from motor vehicle,2016-01-08 10:10,2016-01-08 10:40
10319427,theft of motor vehicle,2016-01-08 10:40,2016-01-08 10:41
10319474,theft from motor vehicle,2016-01-08 09:00,2016-01-08 14:30
10319491,theft from motor vehicle,2016-01-08 12:00,2016-01-08 12:05
10319504,theft of motor vehicle,2016-01-08 12:10,2016-01-08 12:20
10319516,theft of motor vehicle,2016-01-08 07:15,2016-01-08 17:30
10319557,theft from motor vehicle,2016-01-07 17:00,2016-01-09 09:00
10319613,theft from motor vehicle,2016-01-08 13:54,2016-01-08 14:01
10319640,theft from motor vehicle,2016-01-08 14:15,2016-01-08 14:20
10319655,theft from motor vehicle,2016-01-08 14:00,2016-01-08 15:00
10319675,theft from motor vehicle,2016-01-08 14:55,2016-01-08 15:00
10319696,theft from motor vehicle,2016-01-08 14:30,2016-01-08 16:00
10319706,theft from motor vehicle,2016-01-08 12:00,2016-01-08 19:00
10319712,theft from motor vehicle,2016-01-08 15:25,2016-01-08 15:45
10319718,theft from motor vehicle,2016-01-08 11:00,2016-01-08 20:20
10319721,theft from motor vehicle,2016-01-08 15:30,2016-01-08 15:55
10319729,theft from motor vehicle,2016-01-08 15:40,2016-01-08 16:00
10319764,theft from motor vehicle,2016-01-07 15:00,2016-01-09 18:00
10319784,theft from motor vehicle,2016-01-08 16:20,2016-01-08 17:27
10319790,theft from motor vehicle,2016-01-08 16:30,2016-01-08 17:30
10319817,theft from motor vehicle,2016-01-08 05:00,2016-01-09 05:45
10319843,theft from motor vehicle,2016-01-08 17:30,2016-01-08 18:00
10319860,theft from motor vehicle,2016-01-08 18:00,2016-01-08 18:05
10319883,theft from motor vehicle,2016-01-08 16:56,2016-01-08 20:00
10319895,theft from motor vehicle,2016-01-08 18:15,2016-01-08 19:00
10319932,theft from motor vehicle,2016-01-06 01:40,2016-01-11 13:00
10319944,theft from motor vehicle,2016-01-08 19:15,2016-01-08 19:53
10319966,theft from motor vehicle,2016-01-08 08:00,2016-01-09 08:00
10319967,theft from motor vehicle,2016-01-08 11:00,2016-01-09 05:00
10320012,theft from motor vehicle,2016-01-08 12:00,2016-01-09 05:40
10320022,theft of motor vehicle,2016-01-08 05:00,2016-01-09 13:00
10320047,theft from motor vehicle,2016-01-08 21:30,2016-01-08 21:30
10320062,theft from motor vehicle,2016-01-08 21:17,2016-01-08 21:58
10320066,theft from motor vehicle,2016-01-06 22:00,2016-01-10 21:20
10320105,theft from motor vehicle,2016-01-08 22:50,2016-01-08 22:52
10320110,theft of motor vehicle,2016-01-08 22:50,2016-01-08 23:00
10320116,theft from motor vehicle,2016-01-08 10:00,2016-01-09 12:00
10320117,theft from motor vehicle,2016-01-08 07:30,2016-01-09 14:30
10320140,theft from motor vehicle,2016-01-08 12:00,2016-01-09 11:00
10320170,theft from motor vehicle,2016-01-08 15:10,2016-01-09 09:00
10320176,theft from motor vehicle,2016-01-08 23:50,2016-01-09 00:30
10320183,theft from motor vehicle,2016-01-08 19:00,2016-01-09 05:30
10320197,theft from motor vehicle,2016-01-05 20:00,2016-01-12 05:00
10320210,theft from motor vehicle,2016-01-08 17:00,2016-01-09 08:30
10320226,theft from motor vehicle,2016-01-08 19:00,2016-01-09 07:00
10320228,theft from motor vehicle,2016-01-08 09:00,2016-01-09 17:00
10320248,theft from motor vehicle,2016-01-08 17:00,2016-01-09 09:30
10320249,theft from motor vehicle,2016-01-08 16:30,2016-01-09 10:00
10320256,theft from motor vehicle,2016-01-08 18:30,2016-01-09 08:15
10320261,theft from motor vehicle,2016-01-08 17:00,2016-01-09 09:50
10320264,theft from motor vehicle,2016-01-08 21:00,2016-01-09 06:00
10320265,theft of motor vehicle,2016-01-08 19:00,2016-01-09 08:00
10320284,theft from motor vehicle,2016-01-08 22:30,2016-01-09 05:00
10320285,theft from motor vehicle,2016-01-08 19:00,2016-01-09 08:30
10320286,theft from motor vehicle,2016-01-08 17:00,2016-01-09 10:30
10320293,theft from motor vehicle,2016-01-05 20:00,2016-01-12 08:00
10320295,theft of motor vehicle,2016-01-08 17:00,2016-01-09 11:00
10320309,theft from motor vehicle,2016-01-09 02:00,2016-01-09 02:15
10320332,theft of motor vehicle,2016-01-09 02:10,2016-01-09 02:40
10320339,theft from motor vehicle,2016-01-08 18:00,2016-01-09 11:00
10320360,theft from motor vehicle,2016-01-09 01:00,2016-01-09 04:30
10320361,theft from motor vehicle,2016-01-08 21:30,2016-01-09 08:00
10320365,theft from motor vehicle,2016-01-08 23:30,2016-01-09 06:15
10320372,theft from motor vehicle,2016-01-09 00:00,2016-01-09 06:00
10320373,theft from motor vehicle,2016-01-08 22:00,2016-01-09 08:00
10320378,theft from motor vehicle,2016-01-09 03:10,2016-01-09 03:20
10320379,theft from motor vehicle,2016-01-08 21:00,2016-01-09 09:30
10320390,theft from motor vehicle,2016-01-08 19:00,2016-01-09 12:00
10320413,theft from motor vehicle,2016-01-08 22:00,2016-01-09 10:00
10320414,theft from motor vehicle,2016-01-08 21:30,2016-01-09 10:30
10320415,theft from motor vehicle,2016-01-08 20:00,2016-01-09 12:00
10320420,theft from motor vehicle,2016-01-04 04:07,2016-01-14 04:08
10320423,theft from motor vehicle,2016-01-08 21:30,2016-01-09 10:50
10320426,theft from motor vehicle,2016-01-08 23:30,2016-01-09 09:00
10320427,theft from motor vehicle,2016-01-08 23:30,2016-01-09 09:00
10320439,theft from motor vehicle,2016-01-09 04:30,2016-01-09 04:31
10320441,theft from motor vehicle,2016-01-09 00:30,2016-01-09 08:30
10320442,theft from motor vehicle,2016-01-08 22:00,2016-01-09 11:00
10320452,theft of motor vehicle,2016-01-08 21:00,2016-01-09 12:30
10320458,theft from motor vehicle,2016-01-09 01:00,2016-01-09 09:00
10320460,theft from motor vehicle,2016-01-08 22:00,2016-01-09 12:00
10320461,theft from motor vehicle,2016-01-08 21:30,2016-01-09 12:30
10320468,theft from motor vehicle,2016-01-09 01:00,2016-01-09 09:25
10320474,theft from motor vehicle,2016-01-08 14:30,2016-01-09 20:15
10320483,theft from motor vehicle,2016-01-09 05:30,2016-01-09 05:35
10320490,theft from motor vehicle,2016-01-08 22:00,2016-01-09 13:30
10320493,theft from motor vehicle,2016-01-08 22:00,2016-01-09 14:00
10320504,theft from motor vehicle,2016-01-09 02:00,2016-01-09 11:00
10320510,theft from motor vehicle,2016-01-09 06:40,2016-01-09 07:00
10320534,theft from motor vehicle,2016-01-08 19:00,2016-01-09 20:30
10320535,theft of motor vehicle,2016-01-09 07:52,2016-01-09 08:00
10320537,theft of motor vehicle,2016-01-09 04:00,2016-01-09 12:00
10320550,theft from motor vehicle,2016-01-09 07:00,2016-01-09 10:00
10320553,theft from motor vehicle,2016-01-09 08:35,2016-01-09 08:45
10320561,theft from motor vehicle,2016-01-07 08:30,2016-01-11 10:00
10320599,theft of motor vehicle,2016-01-09 10:15,2016-01-09 11:00
10320605,theft from motor vehicle,2016-01-09 04:20,2016-01-09 17:00
10320620,theft from motor vehicle,2016-01-09 11:00,2016-01-09 11:01
10320628,theft from motor vehicle,2016-01-09 11:10,2016-01-09 11:15
10320655,theft from motor vehicle,2016-01-09 08:25,2016-01-09 15:00
10320680,theft of motor vehicle,2016-01-08 19:00,2016-01-10 05:30
10320710,theft of motor vehicle,2016-01-09 12:36,2016-01-09 12:45
10320768,theft from motor vehicle,2016-01-08 10:00,2016-01-10 18:00
10320793,theft from motor vehicle,2016-01-09 14:15,2016-01-09 14:20
10320800,theft from motor vehicle,2016-01-07 18:00,2016-01-11 11:00
10320814,theft from motor vehicle,2016-01-09 13:00,2016-01-09 16:30
10320872,theft from motor vehicle,2016-01-09 15:00,2016-01-09 16:45
10320889,theft of motor vehicle,2016-01-09 14:19,2016-01-09 18:00
10320907,theft from motor vehicle,2016-01-09 12:00,2016-01-09 20:50
10320911,theft from motor vehicle,2016-01-09 00:00,2016-01-10 09:00
10320917,theft from motor vehicle,2016-01-09 06:00,2016-01-10 03:20
10320923,theft of motor vehicle,2016-01-09 11:30,2016-01-09 22:00
10320945,theft from motor vehicle,2016-01-09 16:40,2016-01-09 17:30
10320952,theft from motor vehicle,2016-01-09 17:00,2016-01-09 17:30
10321022,theft from motor vehicle,2016-01-02 21:00,2016-01-16 16:20
10321031,theft from motor vehicle,2016-01-09 16:30,2016-01-09 21:00
10321069,theft from motor vehicle,2016-01-09 01:00,2016-01-10 14:30
10321077,theft from motor vehicle,2016-01-09 02:00,2016-01-10 13:45
10321095,theft from motor vehicle,2016-01-07 09:00,2016-01-12 07:30
10321104,theft of motor vehicle,2016-01-09 20:25,2016-01-09 20:30
10321141,theft of motor vehicle,2016-01-08 11:00,2016-01-11 07:00
10321163,theft from motor vehicle,2016-01-09 08:00,2016-01-10 10:45
10321167,theft from motor vehicle,2016-01-09 21:25,2016-01-09 21:25
10321171,theft of motor vehicle,2016-01-09 17:00,2016-01-10 02:00
10321199,theft from motor vehicle,2016-01-09 22:00,2016-01-09 22:00
10321232,theft of motor vehicle,2016-01-09 16:00,2016-01-10 05:00
10321235,theft from motor vehicle,2016-01-09 15:00,2016-01-10 06:00
10321241,theft from motor vehicle,2016-01-09 22:25,2016-01-09 22:44
10321263,theft from motor vehicle,2016-01-09 23:00,2016-01-09 23:10
10321270,theft from motor vehicle,2016-01-08 22:00,2016-01-11 00:28
10321291,theft of motor vehicle,2016-01-09 23:30,2016-01-09 23:40
10321293,theft from motor vehicle,2016-01-08 16:30,2016-01-11 06:50
10321326,theft from motor vehicle,2016-01-09 18:00,2016-01-10 06:30
10321329,theft from motor vehicle,2016-01-05 00:00,2016-01-15 00:40
10321340,theft of motor vehicle,2016-01-09 18:00,2016-01-10 07:00
10321341,theft from motor vehicle,2016-01-09 16:00,2016-01-10 09:00
10321346,theft from motor vehicle,2016-01-09 11:50,2016-01-10 13:15
10321351,theft from motor vehicle,2016-01-09 21:00,2016-01-10 04:15
10321358,theft of motor vehicle,2016-01-08 17:30,2016-01-11 08:00
10321373,theft from motor vehicle,2016-01-09 17:00,2016-01-10 09:00
10321389,theft from motor vehicle,2016-01-09 23:30,2016-01-10 03:00
10321393,theft from motor vehicle,2016-01-09 23:00,2016-01-10 03:40
10321400,theft from motor vehicle,2016-01-08 17:30,2016-01-11 09:30
10321401,theft from motor vehicle,2016-01-08 14:00,2016-01-11 13:00
10321417,theft of motor vehicle,2016-01-09 18:00,2016-01-10 09:30
10321422,theft of motor vehicle,2016-01-10 01:45,2016-01-10 02:00
10321427,theft from motor vehicle,2016-01-09 20:30,2016-01-10 07:30
10321429,theft from motor vehicle,2016-01-09 16:00,2016-01-10 12:00
10321432,theft from motor vehicle,2016-01-10 02:00,2016-01-10 02:00
10321433,theft from motor vehicle,2016-01-09 21:00,2016-01-10 07:00
10321451,theft from motor vehicle,2016-01-09 20:00,2016-01-10 08:30
10321452,theft from motor vehicle,2016-01-09 20:00,2016-01-10 08:30
10321471,theft from motor vehicle,2016-01-09 17:00,2016-01-10 12:15
10321473,theft from motor vehicle,2016-01-10 01:30,2016-01-10 04:00
10321477,theft from motor vehicle,2016-01-08 15:00,2016-01-11 14:36
10321481,theft from motor vehicle,2016-01-09 22:00,2016-01-10 07:45
10321485,theft from motor vehicle,2016-01-09 16:00,2016-01-10 13:50
10321487,theft from motor vehicle,2016-01-08 21:00,2016-01-11 09:00
10321488,theft from motor vehicle,2016-01-08 21:00,2016-01-11 09:00
10321489,theft from motor vehicle,2016-01-08 21:00,2016-01-11 09:00
10321490,theft from motor vehicle,2016-01-08 21:00,2016-01-11 09:00
10321493,theft from motor vehicle,2016-01-09 21:30,2016-01-10 08:30
10321495,theft from motor vehicle,2016-01-09 18:00,2016-01-10 12:00
10321513,theft from motor vehicle,2016-01-09 21:00,2016-01-10 09:30
10321522,theft from motor vehicle,2016-01-08 19:00,2016-01-11 12:00
10321525,theft from motor vehicle,2016-01-09 23:00,2016-01-10 08:00
10321539,theft from motor vehicle,2016-01-09 22:30,2016-01-10 09:00
10321549,theft from motor vehicle,2016-01-09 20:00,2016-01-10 12:00
10321550,theft of motor vehicle,2016-01-09 18:00,2016-01-10 14:00
10321561,theft of motor vehicle,2016-01-10 00:45,2016-01-10 08:00
10321566,theft from motor vehicle,2016-01-10 00:01,2016-01-10 09:00
10321568,theft from motor vehicle,2016-01-09 19:00,2016-01-10 14:00
10321573,theft of motor vehicle,2016-01-09 21:00,2016-01-10 12:30
10321574,theft from motor vehicle,2016-01-09 17:30,2016-01-10 16:00
10321575,theft from motor vehicle,2016-01-09 13:30,2016-01-10 20:00
10321580,theft of motor vehicle,2016-01-09 23:30,2016-01-10 10:30
10321581,theft from motor vehicle,2016-01-09 23:00,2016-01-10 11:00
10321590,theft from motor vehicle,2016-01-09 23:30,2016-01-10 11:00
10321592,theft from motor vehicle,2016-01-10 05:15,2016-01-10 05:20
10321598,theft from motor vehicle,2016-01-10 03:00,2016-01-10 08:00
10321599,theft of motor vehicle,2016-01-10 01:00,2016-01-10 10:00
10321600,theft from motor vehicle,2016-01-09 15:00,2016-01-10 20:00
10321610,theft of motor vehicle,2016-01-09 23:00,2016-01-10 12:30
10321625,theft from motor vehicle,2016-01-10 06:00,2016-01-10 06:30
10321632,theft from motor vehicle,2016-01-09 18:00,2016-01-10 19:00
10321654,theft from motor vehicle,2016-01-10 01:30,2016-01-10 13:30
10321655,theft from motor vehicle,2016-01-09 20:00,2016-01-10 19:00
10321669,theft from motor vehicle,2016-01-10 00:45,2016-01-10 15:30
10321699,theft from motor vehicle,2016-01-09 23:00,2016-01-10 20:00
10321705,theft of motor vehicle,2016-01-08 22:00,2016-01-11 22:30
10321707,theft from motor vehicle,2016-01-10 10:00,2016-01-10 10:30
10321737,theft from motor vehicle,2016-01-10 10:59,2016-01-10 11:05
10321744,theft from motor vehicle,2016-01-10 05:00,2016-01-10 17:30
10321792,theft of motor vehicle,2016-01-08 00:36,2016-01-13 00:36
10321796,theft from motor vehicle,2016-01-10 12:00,2016-01-10 13:30
10321824,theft of motor vehicle,2016-01-10 13:00,2016-01-10 14:00
10321827,theft from motor vehicle,2016-01-10 13:00,2016-01-10 14:15
10321831,theft from motor vehicle,2016-01-09 20:30,2016-01-11 07:00
10321837,theft from motor vehicle,2016-01-09 17:00,2016-01-11 11:00
10321840,theft from motor vehicle,2016-01-10 11:00,2016-01-10 17:00
10321864,theft from motor vehicle,2016-01-09 16:00,2016-01-11 13:00
10321877,theft from motor vehicle,2016-01-10 14:30,2016-01-10 15:00
10321879,theft from motor vehicle,2016-01-10 13:30,2016-01-10 16:10
10321916,theft from motor vehicle,2016-01-10 12:02,2016-01-10 19:17
10321924,theft of motor vehicle,2016-01-10 13:30,2016-01-10 18:00
10321984,theft of motor vehicle,2016-01-10 14:00,2016-01-10 20:00
10321987,theft from motor vehicle,2016-01-10 00:45,2016-01-11 09:30
10322007,theft from motor vehicle,2016-01-10 01:00,2016-01-11 10:00
10322041,theft of motor vehicle,2016-01-10 17:30,2016-01-10 18:30
10322057,theft from motor vehicle,2016-01-10 18:00,2016-01-10 18:30
10322076,theft from motor vehicle,2016-01-10 18:40,2016-01-10 18:40
10322091,theft from motor vehicle,2016-01-10 00:00,2016-01-11 14:00
10322149,theft from motor vehicle,2016-01-10 19:00,2016-01-10 21:40
10322151,theft from motor vehicle,2016-01-10 19:55,2016-01-10 20:55
10322154,theft from motor vehicle,2016-01-10 06:00,2016-01-11 11:00
10322172,theft of motor vehicle,2016-01-10 20:40,2016-01-10 20:50
10322204,theft from motor vehicle,2016-01-10 12:00,2016-01-11 07:20
10322205,theft from motor vehicle,2016-01-10 08:00,2016-01-11 11:20
10322207,theft from motor vehicle,2016-01-10 12:30,2016-01-11 07:00
10322217,theft of motor vehicle,2016-01-10 17:00,2016-01-11 03:00
10322228,theft from motor vehicle,2016-01-10 22:07,2016-01-10 22:10
10322255,theft from motor vehicle,2016-01-10 14:00,2016-01-11 08:00
10322270,theft from motor vehicle,2016-01-10 23:25,2016-01-10 23:27
10322271,theft from motor vehicle,2016-01-10 23:25,2016-01-10 23:27
10322278,theft from motor vehicle,2016-01-10 14:00,2016-01-11 09:00
10322279,theft of motor vehicle,2016-01-10 13:00,2016-01-11 10:00
10322282,theft from motor vehicle,2016-01-10 17:30,2016-01-11 05:30
10322283,theft from motor vehicle,2016-01-10 15:00,2016-01-11 08:00
10322285,theft from motor vehicle,2016-01-10 14:30,2016-01-11 08:30
10322286,theft of motor vehicle,2016-01-10 08:30,2016-01-11 14:30
10322290,theft from motor vehicle,2016-01-10 13:00,2016-01-11 10:15
10322292,theft of motor vehicle,2016-01-10 23:40,2016-01-10 23:45
10322294,theft from motor vehicle,2016-01-10 17:00,2016-01-11 06:30
10322310,theft of motor vehicle,2016-01-10 15:30,2016-01-11 08:55
10322312,theft from motor vehicle,2016-01-09 09:30,2016-01-12 15:00
10322320,theft from motor vehicle,2016-01-10 17:00,2016-01-11 08:00
10322321,theft from motor vehicle,2016-01-10 23:50,2016-01-11 01:10
10322322,theft from motor vehicle,2016-01-10 20:30,2016-01-11 04:30
10322327,theft from motor vehicle,2016-01-10 18:10,2016-01-11 07:00
10322328,theft from motor vehicle,2016-01-10 20:00,2016-01-11 05:23
10322332,theft of motor vehicle,2016-01-10 17:45,2016-01-11 08:00
10322342,theft from motor vehicle,2016-01-10 20:30,2016-01-11 05:30
10322343,theft from motor vehicle,2016-01-10 20:00,2016-01-11 06:00
10322344,theft from motor vehicle,2016-01-10 20:00,2016-01-11 06:00
10322351,theft from motor vehicle,2016-01-11 01:12,2016-01-11 01:12
10322352,theft from motor vehicle,2016-01-08 19:00,2016-01-13 07:30
10322354,theft from motor vehicle,2016-01-10 18:30,2016-01-11 08:00
10322357,theft from motor vehicle,2016-01-10 20:35,2016-01-11 06:20
10322361,theft of motor vehicle,2016-01-10 20:00,2016-01-11 07:00
10322374,theft of motor vehicle,2016-01-10 23:00,2016-01-11 04:30
10322376,theft from motor vehicle,2016-01-10 22:00,2016-01-11 05:30
10322379,theft from motor vehicle,2016-01-10 21:00,2016-01-11 06:40
10322380,theft from motor vehicle,2016-01-10 19:00,2016-01-11 08:40
10322385,theft from motor vehicle,2016-01-10 18:00,2016-01-11 10:00
10322395,theft from motor vehicle,2016-01-10 20:00,2016-01-11 08:15
10322398,theft from motor vehicle,2016-01-10 19:50,2016-01-11 08:30
10322403,theft from motor vehicle,2016-01-10 22:30,2016-01-11 06:00
10322404,theft from motor vehicle,2016-01-10 21:00,2016-01-11 07:30
10322406,theft from motor vehicle,2016-01-10 20:30,2016-01-11 08:00
10322408,theft from motor vehicle,2016-01-11 02:15,2016-01-11 02:20
10322418,theft from motor vehicle,2016-01-10 20:00,2016-01-11 09:00
10322419,theft from motor vehicle,2016-01-10 18:00,2016-01-11 11:00
10322424,theft of motor vehicle,2016-01-10 13:00,2016-01-11 16:23
10322425,theft of motor vehicle,2016-01-10 21:30,2016-01-11 08:00
10322426,theft from motor vehicle,2016-01-11 02:47,2016-01-11 02:49
10322444,theft of motor vehicle,2016-01-11 00:30,2016-01-11 06:00
10322445,theft from motor vehicle,2016-01-11 00:01,2016-01-11 06:30
10322447,theft from motor vehicle,2016-01-10 21:30,2016-01-11 09:00
10322457,theft of motor vehicle,2016-01-10 14:00,2016-01-11 17:20
10322460,theft from motor vehicle,2016-01-10 23:00,2016-01-11 08:30
10322461,theft from motor vehicle,2016-01-10 23:00,2016-01-11 08:30
10322462,theft from motor vehicle,2016-01-11 03:45,2016-01-11 03:50
10322464,theft from motor vehicle,2016-01-10 23:15,2016-01-11 08:30
10322467,theft from motor vehicle,2016-01-10 22:00,2016-01-11 10:00
10322469,theft from motor vehicle,2016-01-10 18:00,2016-01-11 14:00
10322474,theft of motor vehicle,2016-01-10 23:30,2016-01-11 09:00
10322482,theft from motor vehicle,2016-01-10 22:00,2016-01-11 11:00
10322483,theft from motor vehicle,2016-01-10 16:00,2016-01-11 17:00
